Region_1,Region_2,Region_3,Region_4,Region_5,Region_6,Region_7,Region_8,Region_9,Region_10,Region_11,Region_12,Region_13,Region_14,Region_15,Region_16,Region_17,Region_18,Region_19,Region_20,Region_21,Region_22,Region_23,Region_24,Region_25,Region_26,Region_27,Region_28,Region_29,Region_30,Region_31,Region_32,Region_33,Region_34,Region_35,Region_36,Region_37,Region_38,Region_39,Region_40,Region_41,Region_42,Region_43,Region_44,Region_45,Region_46,Region_47,Region_48,Region_49,Region_50,Region_51,Region_52,Region_53,Region_54,Region_55,Region_56,Region_57,Region_58,Region_59,Region_60,Region_61,Region_62,Region_63,Region_64,Region_65,Region_66,Region_67,Region_68,Region_69,Region_70
744.6236989591673,431.7556818181818,921.2831858407079,853.8,912.6666666666666,322.45522388059703,269.9308176100629,484.91820040899796,222.21206581352834,151.40547263681592,808.171270718232,66.89403973509934,405.455,585.7290640394089,113.945,50.72134831460674,868.4087837837837,771.3036437246964,766.9007092198582,416.3174603174603,611.7875647668394,256.97633136094674,597.2484472049689,909.5463917525773,794.4372294372295,618.5679702048417,626.7103448275863,798.1081081081081,830.9661458333334,363.9208754208754,320.7797270955166,569.9838383838384,157.97142857142856,219.41176470588235,710.1315789473684,697.1778618732261,514.7868020304569,958.1702127659574,804.8317307692307,827.6977777777778,337.95882352941175,236.5586592178771,464.156704361874,347.9830769230769,122.66767371601209,852.6497175141243,82.78110599078342,286.45098039215685,602.5631691648822,152.38396624472574,74.17391304347827,779.3783783783783,811.976,724.4714285714285,351.03973509933775,535.0094339622641,464.7738095238095,653.795865633075,876.8136645962733,792.5194444444444,648.7905405405405,658.7450980392157,707.6317567567568,824.8041825095057,380.1811377245509,280.4008620689655,657.1056338028169,70.08,247.66379310344828,676.6470588235294
745.5932746196958,435.96590909090907,925.9380530973451,855.3142857142857,918.3121693121693,325.589552238806,273.47169811320754,487.1922290388548,223.17367458866545,152.8855721393035,814.5469613259669,66.97350993377484,406.405,588.3029556650247,112.875,50.91011235955056,871.9966216216217,775.8987854251012,767.7730496453901,416.08730158730157,610.9740932642487,263.5147928994083,598.7018633540373,908.2783505154639,797.4502164502164,624.316573556797,626.9862068965517,798.6361746361746,833.5104166666666,365.5016835016835,320.80506822612085,570.9070707070707,160.68571428571428,214.96638655462183,712.6973684210526,697.4910122989593,517.730964467005,959.2021276595744,805.7379807692307,833.5688888888889,340.5,246.6927374301676,466.06946688206784,348.85692307692307,124.2356495468278,856.2881355932203,82.58986175115207,287.5269607843137,606.9250535331906,151.9409282700422,73.89702517162472,784.6081081081081,813.444,726.4809523809524,349.682119205298,537.2028301886793,468.07142857142856,655.6382428940568,879.7018633540373,794.1902777777777,652.4054054054054,660.0098039215686,709.0557432432432,826.7813688212927,381.27095808383234,279.92672413793105,657.8544600938967,71.04,247.10344827586206,675.7647058823529
745.3602882305845,433.5625,924.1769911504425,852.5632653061225,918.6190476190476,325.67910447761193,285.02515723270443,485.32515337423314,221.9579524680073,153.6766169154229,814.8618784530387,66.63576158940397,404.22,587.3054187192118,111.195,51.433707865168536,871.543918918919,773.6761133603239,764.0283687943263,415.984126984127,607.1295336787565,267.50887573964496,595.4472049689441,908.520618556701,793.1168831168832,623.3500931098696,624.8482758620689,794.7089397089397,829.9991319444445,363.84175084175087,319.57504873294346,568.6888888888889,157.25714285714287,217.18487394957984,712.0526315789474,696.7890255439925,514.9086294416244,955.6170212765958,803.2475961538462,834.7955555555556,338.9117647058824,253.2849162011173,465.20678513731826,348.0369230769231,123.38066465256797,853.9943502824859,82.62442396313364,285.80392156862746,605.4389721627409,150.30379746835442,74.45080091533181,789.1405405405405,812.896,723.2428571428571,349.3841059602649,533.5,466.69642857142856,651.2894056847546,877.1055900621118,790.8986111111111,650.8091216216217,655.1960784313726,706.8800675675676,823.5541825095057,379.9625748502994,279.7155172413793,656.8192488262911,70.5,246.97413793103448,673.2941176470588
741.9799839871897,430.3693181818182,920.858407079646,848.934693877551,911.1058201058202,322.7014925373134,280.8867924528302,481.5276073619632,221.28336380255942,150.52238805970148,807.1049723756906,66.73951434878587,404.01,583.7068965517242,110.405,51.402247191011234,865.1452702702703,766.0080971659919,761.0212765957447,413.8253968253968,606.4715025906736,263.24852071005915,592.5383022774328,904.8917525773196,788.6002886002886,617.0782122905028,623.8965517241379,792.039501039501,826.09375,361.75757575757575,319.0272904483431,565.9131313131313,157.68571428571428,214.89915966386553,710.7894736842105,693.1173131504257,513.1827411167512,952.5,799.7139423076923,828.4044444444445,337.7176470588235,248.12849162011173,461.79159935379647,347.0923076923077,121.5166163141994,848.090395480226,82.73041474654377,284.01960784313724,601.3940042826553,150.1476793248945,73.93363844393593,781.918918918919,807.332,719.0809523809523,348.7615894039735,531.1320754716982,463.4047619047619,647.4702842377261,871.6521739130435,787.5527777777778,645.8530405405405,654.7647058823529,703.8361486486486,820.1017110266159,378.48952095808386,278.94827586206895,653.9507042253521,69.62,246.9655172413793,673.843137254902
742.1745396317053,430.17045454545456,918.566371681416,849.3469387755102,911.2645502645503,321.32835820895525,272.251572327044,480.79754601226995,220.98171846435102,149.7189054726368,804.9668508287293,66.77041942604856,404.345,582.5,110.4,50.53932584269663,862.5675675675676,764.4534412955466,761.6702127659574,414.76190476190476,607.6373056994819,258.3195266272189,592.2091097308488,903.8298969072165,789.018759018759,615.2830540037244,623.6413793103449,792.3762993762994,826.5894097222222,360.6734006734007,317.6764132553606,565.4626262626263,157.0,218.7310924369748,706.8157894736842,693.1523178807947,511.20304568527916,952.5744680851063,800.8317307692307,825.9511111111111,337.3235294117647,243.15083798882682,461.60258481421647,346.1523076923077,120.83987915407855,849.1129943502825,82.74884792626727,282.6936274509804,600.4218415417558,150.81856540084388,73.3157894736842,778.0729729729729,806.932,721.3190476190476,350.9006622516556,533.2830188679245,463.0654761904762,647.5374677002584,871.5900621118012,788.1069444444445,645.8817567567568,654.4705882352941,704.1993243243244,821.1768060836501,377.42814371257487,279.2780172413793,653.1643192488262,71.36,247.45689655172413,669.4313725490196
741.5892714171337,430.48295454545456,921.1681415929204,849.8122448979592,910.4814814814815,322.8955223880597,272.0188679245283,481.97546012269936,221.44972577696527,149.98756218905473,805.5966850828729,66.84326710816777,402.9975,583.8275862068965,110.955,50.54831460674157,864.6081081081081,763.421052631579,762.4326241134752,414.8174603174603,609.6735751295337,259.50295857988164,593.2049689440994,901.3041237113403,790.02886002886,617.1117318435754,622.4551724137931,793.4885654885655,827.4383680555555,361.31481481481484,318.3762183235867,566.9272727272727,157.9142857142857,213.48739495798318,708.2763157894736,693.1021759697256,511.78680203045684,955.5957446808511,800.9567307692307,826.3466666666667,337.68823529411765,235.88268156424581,461.92730210016157,346.5784615384615,122.78851963746223,850.2937853107345,82.71198156682027,284.0122549019608,601.2526766595289,150.37552742616035,73.37299771167048,779.1405405405405,806.008,721.5619047619048,349.7086092715232,533.9481132075472,463.9047619047619,648.6511627906976,870.0807453416149,788.0486111111111,646.9172297297297,653.5196078431372,704.3766891891892,821.6292775665399,378.22305389221555,277.96120689655174,654.669014084507,69.88,243.54310344827587,663.9215686274509
742.8775020016013,430.8806818181818,922.6548672566372,850.5265306122449,911.4338624338625,323.43283582089555,274.8301886792453,482.1574642126789,221.23034734917732,150.6417910447761,807.9889502762431,66.6092715231788,403.98,583.9778325123152,111.73,50.92584269662921,864.9054054054054,763.9635627530364,763.1914893617021,415.92857142857144,609.8704663212435,261.5621301775148,592.7515527950311,901.2061855670103,790.038961038961,618.2160148975792,623.2620689655172,794.4199584199584,828.0494791666666,361.026936026936,317.57504873294346,566.4444444444445,158.02857142857144,213.58823529411765,708.6973684210526,694.7038789025544,514.0659898477157,955.0425531914893,801.3149038461538,827.6755555555555,337.8764705882353,243.50837988826817,462.3069466882068,346.1923076923077,121.74018126888218,849.9943502824859,82.31336405529954,284.75,602.3640256959314,149.70886075949366,73.67505720823799,780.6135135135136,807.008,722.7190476190476,351.2119205298013,536.1367924528302,464.1904761904762,648.8346253229975,872.4223602484471,789.25,646.9239864864865,653.8039215686274,705.652027027027,822.5617870722433,377.69610778443115,277.47629310344826,654.3708920187794,71.1,246.05172413793105,669.9607843137255
742.5804643714972,430.72159090909093,921.2743362831858,849.9816326530612,912.063492063492,323.4179104477612,272.84276729559747,482.1881390593047,221.3308957952468,150.73880597014926,803.6077348066299,66.94922737306844,404.2725,584.9704433497537,109.61,50.69662921348315,863.6283783783783,764.9554655870445,762.2553191489362,415.531746031746,608.0466321243523,262.4260355029586,592.3830227743272,903.5360824742268,789.1717171717172,616.7765363128492,624.4137931034483,792.8523908523908,828.0876736111111,361.17171717171715,318.32553606237815,566.420202020202,156.17142857142858,218.91596638655463,708.2236842105264,693.6225165562914,512.3654822335026,953.0212765957447,800.7548076923077,828.4044444444445,337.8529411764706,243.55307262569832,462.76898222940224,346.37692307692305,123.06948640483384,848.9604519774011,82.89170506912443,282.19607843137254,601.796573875803,149.1139240506329,74.33409610983982,777.6054054054053,808.212,721.3142857142857,351.1655629139073,534.2735849056604,464.2083333333333,649.3204134366925,873.4968944099379,788.9166666666666,646.106418918919,654.3333333333334,704.7162162162163,822.5655893536122,378.29940119760477,278.2758620689655,653.3990610328639,70.4,247.69827586206895,670.6078431372549
740.1513210568455,431.1988636363636,920.0530973451328,849.5163265306122,909.5873015873016,323.14179104477614,273.44025157232704,480.93456032719837,221.05301645338207,149.88308457711443,804.5635359116022,66.67991169977925,402.5875,583.6822660098522,111.185,51.13258426966292,863.4527027027027,761.2995951417004,762.3368794326241,414.72222222222223,607.8290155440415,260.37278106508876,591.351966873706,901.5876288659794,788.6940836940837,617.0689013035382,622.696551724138,792.2972972972973,826.890625,360.42424242424244,317.85575048732943,565.4606060606061,157.25714285714287,214.4033613445378,708.9605263157895,691.9403973509934,511.75634517766497,953.4148936170212,800.1971153846154,826.3244444444445,338.1823529411765,244.87150837988827,461.94991922455574,345.8015384615385,122.81570996978851,846.9661016949152,82.57373271889401,283.27450980392155,600.7708779443254,148.79324894514767,73.13729977116705,780.3891891891892,805.084,721.1952380952381,348.6092715231788,533.683962264151,464.42857142857144,647.9121447028424,869.4968944099379,787.6375,645.8614864864865,652.4509803921569,703.9983108108108,820.2347908745247,377.5508982035928,278.43318965517244,651.5915492957746,70.04,245.9655172413793,673.1764705882352
741.5828662930344,431.0568181818182,920.1592920353983,849.8979591836735,910.4126984126984,322.7238805970149,267.50314465408803,480.879345603272,221.43327239488116,149.58457711442787,806.0773480662983,66.83443708609272,404.1975,582.4556650246305,112.035,50.635955056179775,861.2871621621622,762.3967611336033,762.2163120567376,415.77777777777777,608.7720207253886,261.3609467455621,591.4906832298136,903.1855670103092,788.8658008658009,617.1359404096834,623.5172413793103,793.6611226611227,826.8854166666666,360.74242424242425,318.04873294346976,565.630303030303,159.71428571428572,214.31932773109244,709.0263157894736,693.1210974456008,512.1675126903554,951.8723404255319,800.3894230769231,827.5022222222223,337.6823529411765,239.10055865921788,461.5573505654281,345.5784615384615,122.86706948640483,847.5084745762712,82.64976958525345,284.5367647058824,600.2740899357601,150.50210970464136,72.64073226544622,775.9567567567567,806.364,721.0190476190476,350.28476821192055,533.1415094339623,464.2797619047619,648.1757105943152,871.9254658385094,788.3722222222223,645.7871621621622,652.9411764705883,704.2719594594595,821.0998098859316,377.09580838323353,278.2435344827586,651.7136150234742,71.0,248.75,670.3921568627451
741.9759807846277,430.6193181818182,918.8761061946902,850.4612244897959,911.3280423280423,323.74626865671644,273.24528301886795,481.69120654396727,221.0511882998172,148.95771144278606,806.7734806629834,66.83885209713024,404.24,584.0197044334975,113.515,50.386516853932584,863.7533783783783,763.7611336032388,763.5567375886525,417.0,610.6373056994819,260.59763313609466,593.9130434782609,902.2577319587629,790.5324675324675,618.6666666666666,625.2413793103449,796.024948024948,827.9019097222222,361.6750841750842,318.54191033138403,567.2262626262626,159.34285714285716,212.6638655462185,709.6315789473684,693.6253547776727,512.0355329949239,954.0744680851063,800.8701923076923,827.6755555555555,337.67058823529413,237.7486033519553,463.1373182552504,345.7830769230769,123.65861027190333,850.4180790960452,82.5668202764977,284.2450980392157,602.4689507494646,150.23628691983123,73.75514874141876,779.527027027027,805.708,722.3285714285714,350.80132450331126,534.4150943396227,465.01785714285717,650.9069767441861,870.1739130434783,788.3430555555556,647.4206081081081,652.1372549019608,705.8868243243244,821.8963878326996,378.5389221556886,278.7715517241379,652.7746478873239,71.04,244.95689655172413,672.7647058823529
741.8326661329063,432.1306818181818,919.0,850.3204081632653,910.8994708994709,325.05970149253733,274.79245283018867,481.8752556237219,221.6983546617916,149.1218905472637,808.0773480662983,67.21192052980132,403.985,585.539408866995,111.495,50.71685393258427,862.0743243243244,765.4048582995952,763.113475177305,416.27777777777777,608.4559585492228,265.71597633136093,593.8861283643893,902.5103092783505,789.4761904761905,618.9925512104284,623.3241379310344,794.95841995842,827.9861111111111,362.06902356902356,318.6998050682261,567.1030303030303,157.88571428571427,214.6890756302521,710.8026315789474,693.4654683065279,513.3045685279188,951.2446808510638,801.3413461538462,826.5155555555556,339.4647058823529,242.93296089385476,464.232633279483,346.93384615384616,122.58912386706949,848.2429378531074,83.06451612903226,283.5980392156863,603.9700214132762,149.24894514767934,73.88100686498856,779.3,806.192,721.6047619047619,349.74834437086093,532.627358490566,466.29761904761904,649.8501291989664,872.1304347826087,788.1388888888889,646.375,652.8725490196078,705.731418918919,821.3060836501901,379.19610778443115,279.6939655172414,652.1384976525821,71.54,248.02586206896552,670.2156862745098
742.5692554043235,432.7443181818182,919.0353982300885,850.5428571428571,911.5132275132275,324.0149253731343,273.42767295597486,482.09406952965236,221.49542961608776,150.16666666666666,805.4640883977901,66.8167770419426,404.28,586.1724137931035,112.44,50.76179775280899,864.0304054054054,763.6558704453441,763.4929078014185,416.4761904761905,610.0259067357513,263.6390532544379,593.4658385093168,901.7525773195877,790.1024531024531,618.3761638733706,624.0551724137931,795.2869022869023,828.3402777777778,361.8771043771044,319.73879142300194,566.7010101010101,159.8,212.84873949579833,711.1842105263158,694.0728476821192,514.5076142131979,953.8297872340426,801.0456730769231,826.5644444444445,338.4647058823529,243.07262569832403,463.75767366720515,346.58153846153846,123.34441087613293,850.5649717514125,82.67281105990783,282.7598039215686,603.1434689507495,148.91139240506328,74.08924485125858,780.7594594594594,806.504,723.1428571428571,349.87417218543044,534.9858490566038,466.48214285714283,650.625322997416,870.4658385093168,789.1347222222222,647.9932432432432,650.3823529411765,706.3885135135135,821.8374524714828,378.78592814371257,278.76724137931035,653.0328638497652,70.56,245.3706896551724,671.156862745098
742.9535628502803,433.84659090909093,921.4070796460177,850.5020408163265,912.8835978835979,324.44029850746267,269.74213836477986,482.7914110429448,221.9707495429616,149.27114427860695,810.6187845303867,67.24061810154525,405.1425,587.1995073891626,111.845,50.406741573033706,862.7702702702703,768.2429149797571,765.1418439716313,417.27777777777777,608.7357512953367,266.85798816568047,595.1407867494823,902.5824742268042,790.7777777777778,621.193668528864,622.2620689655172,796.3201663201663,828.8914930555555,362.91750841750843,319.14814814814815,566.9151515151515,161.65714285714284,215.2268907563025,711.5526315789474,694.8779564806055,515.0406091370559,954.7446808510638,803.0576923076923,828.9866666666667,338.82941176470587,242.3854748603352,465.05492730210017,347.0923076923077,123.59214501510574,851.4463276836158,83.1958525345622,283.875,603.661670235546,148.56962025316454,74.04805491990847,779.0,808.796,725.5,351.2450331125828,537.066037735849,467.01785714285717,652.9715762273902,874.5031055900621,789.2736111111111,649.2128378378378,649.6078431372549,706.7533783783783,823.6711026615969,379.04491017964074,278.82758620689657,654.9154929577464,72.32,248.1206896551724,670.9607843137255
